code,ts_code,symbol,name,area,industry,list_date,on_market_days,date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,volume_ratio_perc_rank,total_mv_perc_rank,circ_mv_perc_rank,pe_perc_rank,pe_ttm_perc_rank,ps_ttm_perc_rank,turnover_rate_f_perc_rank,name_x,roe,roa,total_profit,net_profit,free_cashflow,total_revenue,total_assets,total_liab,ebit,ebitda,netdebt,fcff,fcfe,name_year1,roe_year1,roa_year1,total_profit_year1,net_profit_year1,free_cashflow_year1,total_revenue_year1,total_assets_year1,total_liab_year1,ebit_year1,ebitda_year1,netdebt_year1,fcff_year1,fcfe_year1,ev,ev_ebitda_ratio,ev_ebitda_ratio_rank,total_mv_net_profit_ratio,total_mv_net_profit_ratio_rank
SZ002175,002175.SZ,2175,*ST东网,广西,电器仪表,20071012,5262,20220309,2.36,0.4487,0.6628,0.0,0.0,0.0,0.0,14.2444,12.5795,0.0,0.0,127678.0727,127678.0727,86421.2737,301320.2516,301320.2516,0.0,0.2326910861740419,0.3908532712259157,0.0,0.0,0.9101123595505618,0.0133389794622062,*ST东网,0.0,-163.4917,-1074038445.36,-1075151788.01,-112828574.18,211536040.51,614955108.03,1519381536.34,-1070522582.03,-1051274223.48,953808908.14,-112828574.18,-113328575.18,*ST东网,0.0,-163.4917,-1074038445.36,-1075151788.01,-112828574.18,211536040.51,614955108.03,1519381536.34,-1070522582.03,-1051274223.48,953808908.14,-112828574.18,-113328575.18,3967011424.14,-3.7735267692649455,0.1048128342245989,-2.8025833650680534,0.1185026737967914
SZ002188,002188.SZ,2188,*ST巴士,浙江,广告包装,20071122,5221,20220309,6.73,6.3484,8.4548,0.0,13.1767,13.1767,38.1722,7.1867,7.1867,0.0,0.0,29253.8575,24088.3257,18087.0255,196878.461,162114.432,0.0,0.0753758204531018,0.1837814948126191,0.0947061680427392,0.1269881343095178,0.7922408310366759,0.8801609146728774,*ST巴士,0.0,-132.8129,-113842455.05,-113842455.05,51162171.28,13186095.05,58610594.65,171833920.91,-20504501.91,-14862898.83,-16134831.22,51162171.28,51162171.28,*ST巴士,0.0,-132.8129,-113842455.05,-113842455.05,51162171.28,13186095.05,58610594.65,171833920.91,-20504501.91,-14862898.83,-16134831.22,51162171.28,51162171.28,1952649778.78,-131.37745207810178,0.0211764705882352,-17.29394020126589,0.0601069518716577
SZ002356,002356.SZ,2356,*ST赫美,深圳,其他商业,20100209,4411,20220309,3.98,0.6143,0.9997,0.0,0.0,0.0,0.0,11.1862,12.7301,0.0,0.0,131125.4521,131125.4521,80574.7766,521879.2994,521879.2994,0.0,0.4662290916790175,0.585009527842473,0.0,0.0,0.9109603561585754,0.0406521278848189,*ST赫美,0.0,-29.0709,-748365784.47,-749035089.99,-461331542.77,466537017.16,1131023675.2,4122921477.24,-663615714.13,-631242145.64,577578107.45,-461331542.77,-472405878.79,*ST赫美,0.0,-29.0709,-748365784.47,-749035089.99,-461331542.77,466537017.16,1131023675.2,4122921477.24,-663615714.13,-631242145.64,577578107.45,-461331542.77,-472405878.79,5796371101.45,-9.182484315227732,0.0917647058823529,-6.967354485448303,0.0926203208556149
SZ002464,002464.SZ,2464,*ST众应,浙江,互联网,20100831,4208,20220309,4.32,2.1092,3.1977,0.0,0.0,0.0,0.0,8.4964,8.4348,0.0,0.0,52179.4388,52172.9888,34413.3139,225415.1756,225387.3116,0.0,0.1117933516832521,0.2835062460300656,0.0,0.0,0.8348526605893577,0.5104806267203049,*ST众应,0.0,-2.5877,-318120029.88,-318236522.49,229473460.16,265305343.65,1547192891.13,1950211657.26,-120202064.79,-119610488.17,616645977.16,229473460.16,245077023.5,*ST众应,0.0,-2.5877,-318120029.88,-318236522.49,229473460.16,265305343.65,1547192891.13,1950211657.26,-120202064.79,-119610488.17,616645977.16,229473460.16,245077023.5,2870797733.16,-24.001220771541306,0.0635294117647058,-7.083259138085989,0.0921925133689839
SZ002473,002473.SZ,2473,*ST圣莱,浙江,家用电器,20100910,4198,20220309,11.29,0.7349,1.4142,0.0,0.0,0.0,91.7712,945.5245,42.7078,0.0,0.0,16000.0,16000.0,8314.1306,180640.0,180640.0,0.0,0.054414567012492,0.2098242642388312,0.0,0.0,0.9887640449438202,0.1020537793775143,*ST圣莱,-234.873,-108.9228,-182868518.21,-182868902.5,-44746987.98,5282562.61,95023526.41,110838495.51,-142650181.3,-137563161.94,-57310041.45,-44746987.98,-44746987.98,*ST圣莱,-234.873,-108.9228,-182868518.21,-182868902.5,-44746987.98,5282562.61,95023526.41,110838495.51,-142650181.3,-137563161.94,-57310041.45,-44746987.98,-44746987.98,1749089958.55,-12.714813572785488,0.0853475935828877,-9.878114733039425,0.0780748663101604
SZ002684,002684.SZ,2684,*ST猛狮,河南,汽车服务,20120612,3557,20220309,4.2,2.5363,4.1874,0.0,0.0,0.0,0.0,2.1796,2.602,0.0,0.0,56737.4389,48306.8044,29258.8045,238297.2434,202888.5785,0.0,0.130849036629261,0.2447596866398475,0.0,0.0,0.4246343014627941,0.6567859411391065,*ST猛狮,0.0,-21.0167,-1836577425.02,-1866269118.0,-165010592.72,1093286873.23,6273568036.65,8050414312.31,-1197397298.33,-871826007.42,2866772470.39,-165010592.72,-177742191.02,*ST猛狮,0.0,-21.0167,-1836577425.02,-1866269118.0,-165010592.72,1093286873.23,6273568036.65,8050414312.31,-1197397298.33,-871826007.42,2866772470.39,-165010592.72,-177742191.02,5249744904.389999,-6.02155115781141,0.0988235294117647,-1.276864312341903,0.1270588235294117
SZ002766,002766.SZ,2766,*ST索菱,深圳,汽车配件,20150611,2463,20220309,3.9,0.3591,0.686,0.0,0.0,0.0,0.0,3.2049,3.4908,0.0,0.0,84350.8028,72255.191,37827.4889,328968.1309,281795.2449,0.0,0.2701672665678594,0.366504340461571,0.0,0.0,0.5367818528725885,0.0156680076222739,*ST索菱,0.0,-34.4942,-1499916021.17,-1304898582.53,-31041149.03,1026450917.61,2146287999.53,2907003212.33,-1148183126.94,-1085606318.58,1651992376.21,-31041149.03,7361496.51,*ST索菱,0.0,-34.4942,-1499916021.17,-1304898582.53,-31041149.03,1026450917.61,2146287999.53,2907003212.33,-1148183126.94,-1085606318.58,1651992376.21,-31041149.03,7361496.51,4941673685.21,-4.55199421800882,0.1024598930481283,-2.521024509523037,0.120855614973262
SZ300071,300071.SZ,300071,*ST嘉信,北京,广告包装,20100421,4340,20220309,2.47,2.1639,3.1676,0.0,0.0,0.0,0.0,2.3481,2.1537,0.0,0.0,92234.7736,88956.214,60769.6401,227819.8908,219721.8486,0.0,0.1156044886724539,0.2744018632225281,0.0,0.0,0.3606105575577698,0.5043404615710354,*ST嘉信,0.0,-29.9667,-585622405.13,-579708825.31,67307499.33,970211434.79,1222372782.62,1714765453.71,-200216122.58,-196235093.29,615754254.01,67307499.33,20308415.56,*ST嘉信,0.0,-29.9667,-585622405.13,-579708825.31,67307499.33,970211434.79,1222372782.62,1714765453.71,-200216122.58,-196235093.29,615754254.01,67307499.33,20308415.56,2893953162.01,-14.74737832816305,0.080855614973262,-3.929902062094243,0.1110160427807486
SZ300256,300256.SZ,300256,*ST星星,江西,元器件,20110819,3855,20220309,2.57,1.9307,2.2725,0.0,0.0,0.0,0.0,0.4761,0.9099,0.0,0.0,95793.6396,95781.8272,81376.2246,246189.6538,246159.2959,0.0,0.1452466652551344,0.3169595596019479,0.0,0.0,0.1238075047699809,0.3061613381325428,*ST星星,0.0,-32.4776,-2501664429.24,-2812474087.61,-637177322.82,5131476560.82,7103928308.32,7900755317.96,-1599256263.95,-991491967.48,3267806850.02,-637177322.82,-64729518.55,*ST星星,0.0,-32.4776,-2501664429.24,-2812474087.61,-637177322.82,5131476560.82,7103928308.32,7900755317.96,-1599256263.95,-991491967.48,3267806850.02,-637177322.82,-64729518.55,5729703388.02,-5.778870203641441,0.0990374331550802,-0.8753490561372902,0.1296256684491978
SZ300278,300278.SZ,300278,*ST华昌,湖北,专用机械,20111216,3736,20220309,3.89,0.4302,0.6746,0.0,0.0,142.7979,3.3844,3.4735,2.5655,0.0,0.0,142871.6508,129906.363,82842.8692,555770.7216,505335.7521,0.0,0.4979885665890324,0.5752699555367351,0.0,0.9320878566018682,0.4191223235107059,0.0148210882913402,*ST华昌,0.0,-17.0662,-595738408.78,-586356555.93,183004570.97,1600013440.24,2670035772.32,2982204699.18,-264960582.9,-230741855.42,452066727.06,183004570.97,477696600.23,*ST华昌,0.0,-17.0662,-595738408.78,-586356555.93,183004570.97,1600013440.24,2670035772.32,2982204699.18,-264960582.9,-230741855.42,452066727.06,183004570.97,477696600.23,6009773943.060001,-26.04544343340273,0.0609625668449197,-9.478374821246968,0.0793582887700534
SZ300312,300312.SZ,300312,*ST邦讯,北京,通信设备,20120508,3592,20220309,3.06,4.3294,7.2725,0.0,0.0,0.0,0.0,50.7161,79.0843,0.0,0.0,32004.0,23909.4901,14233.3991,97932.24,73163.0397,0.0,0.0091043828075375,0.0484861316959559,0.0,0.0,0.9966080135679456,0.8464958712682616,*ST邦讯,0.0,-55.6922,-261739243.16,-246336143.02,15973697.58,19309890.0,364595912.2,547114337.56,-150733292.21,-144349296.27,77774563.79,15973697.58,14248955.19,*ST邦讯,0.0,-55.6922,-261739243.16,-246336143.02,15973697.58,19309890.0,364595912.2,547114337.56,-150733292.21,-144349296.27,77774563.79,15973697.58,14248955.19,1057096963.79,-7.323187511858314,0.0954010695187165,-3.9755530308862914,0.1105882352941176
SH600078,600078.SH,600078,*ST澄星,江苏,化工原料,19970627,9021,20220309,9.66,5.0847,8.7362,0.0,0.0,0.0,0.0,2.0406,1.9009,0.0,0.0,66257.2861,66257.2861,38563.8247,640045.3837,640045.3837,0.0,0.5534617827651916,0.6449290705060343,0.0,0.0,0.3194827220691117,0.8860893499894135,*ST澄星,-349.2047,-30.1198,-2162761023.77,-2169202541.15,-1649100872.18,3136548503.96,5427605985.51,5457832246.77,-2132139416.51,-1851282221.56,3814205312.22,-1649100872.18,-1955258872.18,*ST澄星,-349.2047,-30.1198,-2162761023.77,-2169202541.15,-1649100872.18,3136548503.96,5427605985.51,5457832246.77,-2132139416.51,-1851282221.56,3814205312.22,-1649100872.18,-1955258872.18,10214659149.22,-5.517613160360025,0.0998930481283422,-2.950602221591907,0.1176470588235294
SH600093,600093.SH,600093,*ST易见,云南,多元金融,19970626,9022,20220309,1.7,1.9096,4.6819,0.0,0.0,0.0,0.0,0.2098,0.4635,0.0,0.0,112244.75,112244.75,45781.2749,190816.075,190816.075,0.0,0.0660597078128308,0.2252805420283718,0.0,0.0,0.0474878100487598,0.7054838026677959,*ST易见,-522.8237,-94.3811,-12019413652.48,-12086516372.53,1824692570.09,9716988143.33,9740807249.79,13217866967.03,-11723738014.77,-11718377878.78,-533531772.7,1824692570.09,1854580409.33,*ST易见,-522.8237,-94.3811,-12019413652.48,-12086516372.53,1824692570.09,9716988143.33,9740807249.79,13217866967.03,-11723738014.77,-11718377878.78,-533531772.7,1824692570.09,1854580409.33,1374628977.3,-0.1173053976855636,0.1095187165775401,-0.1578751636275304,0.1313368983957219
SH600112,600112.SH,600112,*ST天成,贵州,电气设备,19971127,8868,20220309,3.43,3.5996,4.095,0.0,0.0,0.0,0.0,12.537,17.9844,0.0,0.0,50920.4846,50920.4846,44760.4846,174657.2622,174657.2622,0.0,0.0482744018632225,0.2011433410967605,0.0,0.0,0.95187619249523,0.6468346390006352,*ST天成,-128.5274,-8.2587,-195499143.44,-195503954.88,256844764.12,139312904.18,1262384768.88,1325901074.96,-180060070.44,-160706684.78,147942053.35,256844764.12,263844764.12,*ST天成,-128.5274,-8.2587,-195499143.44,-195503954.88,256844764.12,139312904.18,1262384768.88,1325901074.96,-180060070.44,-160706684.78,147942053.35,256844764.12,263844764.12,1894514675.35,-11.788648853926038,0.0859893048128342,-8.933694579590696,0.0823529411764705
SH600198,600198.SH,600198,*ST大唐,北京,通信设备,19981021,8540,20220309,7.52,1.103,1.6712,0.0,0.0,0.0,10.1273,8.1834,10.5827,0.0,0.0,131370.8906,88045.4735,58108.3712,987909.0973,662101.9607,0.0,0.6870633072199873,0.6553038323099725,0.0,0.0,0.8810684757260971,0.1496929917425365,*ST大唐,0.0,-35.4368,-1687934729.89,-1737633985.51,796019579.76,1207211485.29,3140419345.19,3659689195.65,-825924733.76,-633836484.73,703483647.05,796019579.76,-400848068.69,*ST大唐,0.0,-35.4368,-1687934729.89,-1737633985.51,796019579.76,1207211485.29,3140419345.19,3659689195.65,-825924733.76,-633836484.73,703483647.05,796019579.76,-400848068.69,10582574620.05,-16.696064166388176,0.0774331550802139,-5.685369332886558,0.0996791443850267
SH600221,600221.SH,600221,*ST海航,海南,空运,19991125,8140,20220309,1.86,0.3382,0.5233,0.0,0.0,0.0,0.0,2.103,1.6796,0.0,0.0,3324279.4258,3287267.6656,2124622.3496,6183159.732,6114317.858,0.0,0.9532077069659116,0.9631590091043828,0.0,0.0,0.2781428874284503,0.0082574634766038,*ST海航,-537.7768,-34.9133,-71301881000.0,-68742559000.0,-31237635000.0,29401026000.0,164576692000.0,186830599000.0,-52401192000.0,-47623303000.0,131501683000.0,-31237635000.0,-33407026000.0,*ST海航,-537.7768,-34.9133,-71301881000.0,-68742559000.0,-31237635000.0,29401026000.0,164576692000.0,186830599000.0,-52401192000.0,-47623303000.0,131501683000.0,-31237635000.0,-33407026000.0,193333280320.0,-4.059636105458708,0.1039572192513369,-0.8994660399535025,0.1294117647058823
SH600225,600225.SH,600225,*ST松江,天津,区域地产,20000127,8077,20220309,2.92,0.1279,0.2667,0.0,0.0,0.0,0.0,9.2029,10.188,0.0,0.0,341139.4363,340882.5415,163543.3369,996127.154,995377.0212,0.0,0.6891806055473216,0.7537582045310184,0.0,0.0,0.8725885096459615,0.0012703789964005,*ST松江,0.0,-27.7503,-4037166900.68,-4116024803.4,34332127.7,1082401808.57,9546099444.26,12859605197.36,-2958662299.68,-2791164697.83,5401842772.85,34332127.7,-79323797.27,*ST松江,0.0,-27.7503,-4037166900.68,-4116024803.4,34332127.7,1082401808.57,9546099444.26,12859605197.36,-2958662299.68,-2791164697.83,5401842772.85,34332127.7,-79323797.27,15363114312.85,-5.504194834792123,0.1001069518716577,-2.420119415162803,0.121711229946524
SH600306,600306.SH,600306,*ST商城,辽宁,百货,20001226,7743,20220309,13.55,0.283,0.5017,0.0,0.0,0.0,33.517,16.3491,20.0305,0.0,0.0,23157.4918,17747.2546,10011.9273,313784.0139,240475.2998,0.0,0.251323311454584,0.3078551767944103,0.0,0.0,0.9607801568793723,0.0071988143129366,*ST商城,0.0,-4.4496,-145137397.81,-149122053.14,-4870573.47,191926939.38,1327018965.1,1559848467.16,-127075437.83,-65537333.21,945254146.25,-4870573.47,-14870573.47,*ST商城,0.0,-4.4496,-145137397.81,-149122053.14,-4870573.47,191926939.38,1327018965.1,1559848467.16,-127075437.83,-65537333.21,945254146.25,-4870573.47,-14870573.47,4083094285.25,-62.30180700466741,0.0357219251336898,-21.042093190965574,0.0545454545454545
SH600518,600518.SH,600518,*ST康美,广东,中成药,20010319,7660,20220309,2.89,0.7203,1.1883,0.0,0.0,0.0,0.0,7.4033,8.8516,0.0,0.0,1386386.669,1361292.8105,825083.9558,4006657.4734,3934136.2223,0.0,0.9256828287105652,0.9430446749947068,0.0,0.0,0.8463006147975408,0.0658479779800974,*ST康美,-416.1599,-50.64,-27684454798.05,-27746960411.42,-3832344663.49,5412007961.66,36212979977.45,43272140531.45,-25596251345.56,-24835335203.59,30530720058.46,-3832344663.49,-4679414600.34,*ST康美,-416.1599,-50.64,-27684454798.05,-27746960411.42,-3832344663.49,5412007961.66,36212979977.45,43272140531.45,-25596251345.56,-24835335203.59,30530720058.46,-3832344663.49,-4679414600.34,70597294792.45999,-2.842614936087313,0.1063101604278074,-1.4439986989533289,0.1253475935828877
SH600595,600595.SH,600595,ST中孚,河南,铝,20020626,7196,20220309,4.22,0.3294,0.4249,0.0,0.0,0.0,1.7781,2.0235,1.2147,0.0,0.0,392244.8114,392244.8114,304090.0524,1655273.1041,1655273.1041,0.0,0.8011856870633072,0.8464958712682616,0.0,0.0,0.185499258002968,0.0048697861528689,ST中孚,-70.7619,-4.9342,-2494818877.2,-2593114574.25,-1134463480.86,8180407197.16,20266150475.35,20378232772.52,-1404793335.27,-656706474.35,10787754790.78,-1134463480.86,-1631758358.04,ST中孚,-70.7619,-4.9342,-2494818877.2,-2593114574.25,-1134463480.86,8180407197.16,20266150475.35,20378232772.52,-1404793335.27,-656706474.35,10787754790.78,-1134463480.86,-1631758358.04,27340485831.780003,-41.63273380065467,0.0466310160427807,-6.38333963542182,0.095614973262032
SH600734,600734.SH,600734,*ST实达,福建,IT设备,19960808,9344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*ST实达,0.0,-18.0407,-642664326.67,-591051697.25,-127598395.54,1151473160.46,2110789269.72,3273557580.09,-592005765.1,-521037589.02,1631928013.65,-127598395.54,-145703890.77,*ST实达,0.0,-18.0407,-642664326.67,-591051697.25,-127598395.54,1151473160.46,2110789269.72,3273557580.09,-592005765.1,-521037589.02,1631928013.65,-127598395.54,-145703890.77,1631928013.65,-3.132073478075607,0.1058823529411764,-0.0,0.133048128342246
SH603996,603996.SH,603996,*ST中新,浙江,家用电器,20151222,2269,20220309,1.37,5.1149,7.2473,0.0,0.0,0.0,0.0,3.1215,45.133,0.0,0.0,30015.0,30015.0,21183.75,41120.55,41120.55,0.0,0.0002117298327334,0.009316112640271,0.0,0.0,0.990248039007844,0.8454372221045945,*ST中新,0.0,-80.1609,-1306263853.19,-1306263853.19,46715700.29,131731721.45,882338428.81,2842301321.61,-1227148571.28,-1195418031.44,1741096309.04,46715700.29,42314289.98,*ST中新,0.0,-80.1609,-1306263853.19,-1306263853.19,46715700.29,131731721.45,882338428.81,2842301321.61,-1227148571.28,-1195418031.44,1741096309.04,46715700.29,42314289.98,2152301809.04,-1.800459548403614,0.107807486631016,-0.3147951303986583,0.1309090909090909
