code,ts_code,symbol,name,area,industry,list_date,on_market_days,date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,volume_ratio_perc_rank,total_mv_perc_rank,circ_mv_perc_rank,pe_perc_rank,pe_ttm_perc_rank,ps_ttm_perc_rank,turnover_rate_f_perc_rank,name_x,roe,roa,total_profit,net_profit,free_cashflow,total_revenue,total_assets,total_liab,ebit,ebitda,netdebt,fcff,fcfe,name_year1,roe_year1,roa_year1,total_profit_year1,net_profit_year1,free_cashflow_year1,total_revenue_year1,total_assets_year1,total_liab_year1,ebit_year1,ebitda_year1,netdebt_year1,fcff_year1,fcfe_year1,ev,ev_ebitda_ratio,ev_ebitda_ratio_rank,total_mv_net_profit_ratio,total_mv_net_profit_ratio_rank
SZ000669,000669.SZ,669,ST金鸿,吉林,供气供热,19961210,9079,20211019,2.3,1.1005,1.8824,0.0,94.7364,8.808,1.2421,0.6793,0.8075,0.0,0.0,68040.8797,68040.8797,39777.6423,156494.0233,156494.0233,0.0,0.0240160106737825,0.1587725150100066,0.8101103412881704,0.054469637737816,0.1044310843910042,0.4958861463197687,ST金鸿,1.3425,5.9527,155936864.92,-32478490.94,-654258265.3714,2303598969.48,4063237030.7,2599349047.77,1179955.15,239374559.71,1614015591.27,-654258265.3714,-653088670.0314,ST金鸿,-70.7407,-9.3721,-1361349609.21,-1424593531.45,-526935827.9,3727926100.75,9234693137.71,7840081728.58,-2600621.56,350798322.64,3683397585.72,-526935827.9,-746873173.74,3178955824.27,13.280257635236069,0.3482272948033025,-48.18389610191661,0.0327829043224866
SZ000692,000692.SZ,692,惠天热电,辽宁,供气供热,19970227,9000,20211019,3.88,6.1138,9.4211,0.0,0.0,0.0,7.9396,1.0917,1.0691,0.0,0.0,53283.2976,53282.7726,34577.7608,206739.1947,206737.1577,0.0,0.0816099621970202,0.2423838114298421,0.0,0.0,0.149855266087731,0.9248387814098288,惠天热电,-126.3595,-14.4527,-921143661.35,-970911066.04,732126729.3,1893801466.8,5000795830.54,4645877052.13,-247025545.1,3631596.36,2064091666.78,732126729.3,156626729.3,惠天热电,-8.6711,-0.2984,-156113232.8,-102845004.59,-141747725.15,1850660645.78,6054140345.49,4729588777.72,-151591773.67,100515646.4,2433586180.36,-141747725.15,-147247725.15,4131483613.78,1137.649453360505,0.9963574550752792,-2.1293319432769,0.1372025254978144
SZ000697,000697.SZ,697,炼石航空,陕西,航空,19970325,8974,20211019,8.16,0.5558,0.7635,0.0,0.0,0.0,6.2388,4.8435,5.6609,0.0,0.0,67161.6059,57688.8733,41997.6947,548038.7041,470741.2061,0.0,0.4847676228596842,0.5410273515677118,0.0,0.0,0.7107548430193721,0.1543251056259728,炼石航空,-37.5305,-11.799,-504409678.99,-481057066.47,206525899.01,1131484201.33,3364659161.74,2348183424.82,-207674038.96,-71398681.13,1176623969.9,206525899.01,555021359.64,炼石航空,-67.3598,-33.089,-1548095681.34,-1560835923.2,-105487021.68,1979862596.96,3636116696.24,2120767327.94,18012700.74,180976602.94,1459730022.52,-105487021.68,7758420.31,6657011010.9,-93.23717056872756,0.0322972316658572,-11.39238444456313,0.0794074793589121
SZ000711,000711.SZ,711,京蓝科技,黑龙江,软件服务,19970411,8957,20211019,2.71,0.8567,1.4881,0.0,0.0,0.0,1.3507,2.395,2.1517,0.0,0.0,102366.7816,82186.5026,47313.5052,277413.9781,222725.422,0.0,0.187903046475428,0.2684011563264398,0.0,0.0,0.3538187486083278,0.4044918834778741,京蓝科技,-68.1548,-17.0249,-2481562301.71,-2531322158.15,733613404.51,1158320511.62,9803908957.22,7123050595.2,-452639603.31,-369049225.0,2414534457.94,733613404.51,1013933658.23,京蓝科技,-23.0919,-6.279,-1056138335.48,-1076907625.18,336733865.41,1901408713.75,12118205650.23,6844827094.57,-125425622.75,-41542292.87,1970948872.11,336733865.41,-499116083.63,5188674238.940001,-14.0595722398279,0.0774647887323943,-1.0959252152351329,0.1432734337056823
SZ000766,000766.SZ,766,通化金马,吉林,化学制药,19970430,8938,20211019,3.98,0.441,0.6392,0.0,0.0,0.0,1.6765,3.4598,2.6565,0.0,0.0,96649.4707,70699.572,48770.432,384664.8934,281384.2966,0.0,0.3259951078496775,0.3488992661774516,0.0,0.0,0.4232910264974393,0.105403602401601,通化金马,-14.6662,-5.2274,-355832233.2,-360659985.13,204813840.05,1111802396.45,4977076111.43,2671751837.82,-180040416.81,-110344370.63,1599838060.86,204813840.05,1090546529.43,通化金马,-55.6177,-36.7433,-2012744686.26,-2042936120.94,123126854.72,1977206434.29,4698048449.36,2032064190.62,123836967.71,193788585.83,1112163201.57,123126854.72,905315901.58,5446486994.86,-49.358992794683,0.0480815930063137,-10.665582799859193,0.0815930063137445
SZ000780,000780.SZ,780,ST平能,内蒙,煤炭开采,19970606,8901,20211019,9.24,0.6995,1.813,0.0,0.0,0.0,3.4471,5.089,4.7822,0.0,0.0,101430.6324,101430.6324,39135.9037,937219.0434,937219.0434,0.0,0.6559928841449856,0.7242606181899044,0.0,0.0,0.6466265865063461,0.4836557705136758,ST平能,-22.0737,-18.1765,-783933969.81,-760633530.2,-470415017.84,1841660385.87,4191048311.84,1143428709.47,-532684416.67,-327953017.52,-1701468413.53,-470415017.84,-470415017.84,ST平能,-1.9498,-2.2003,-74097286.47,-78020964.01,-588354443.86,2153672885.77,4845531382.58,1001381252.57,-191582817.72,-8367985.03,-2071534869.17,-588354443.86,-588354443.86,7670722020.47,-23.389697946603608,0.0667799902865468,-12.32155836140393,0.0769791160757649
SZ000802,000802.SZ,802,ST北文,北京,影视音像,19980108,8685,20211019,5.67,0.5948,0.9485,0.0,0.0,0.0,2.4337,9.5335,9.1899,0.0,0.0,71590.0255,71120.9005,44601.7948,405915.4446,403255.5058,0.0,0.3533466755614854,0.4861018456748944,0.0,0.0,0.8350033400133601,0.225928396708917,ST北文,-36.4305,-19.2013,-942488474.43,-769627356.15,470544605.08,425779609.11,4539096381.47,2835809391.15,-352206385.56,-310682933.87,620031451.08,470544605.08,717145890.94,ST北文,-62.4234,-42.3724,-2352679436.76,-2319247883.57,113595611.62,855335357.54,4577226290.13,2084766560.69,-162312867.06,-141208589.32,214109071.33,113595611.62,453595611.62,4679185897.08,-15.060968553354543,0.076007770762506,-5.274181606934556,0.1124332200097134
SZ000809,000809.SZ,809,铁岭新城,辽宁,区域地产,19980616,8526,20211019,3.33,7.5019,11.4175,0.0,0.0,0.0,0.9148,14.5877,14.7501,0.0,0.0,82479.1293,82479.1293,54193.3793,274655.5006,274655.5006,0.0,0.184345118968201,0.3404491883477874,0.0,0.0,0.9133823201959476,0.9464087169223928,铁岭新城,-1.9512,0.2807,-60056854.22,-60220455.2,123347173.99,188279160.18,4566716055.41,1510542230.69,17197020.8,34958879.52,971994746.66,123347173.99,186447173.99,铁岭新城,-2.6973,-0.3025,-84885416.14,-85207808.38,72676276.71,184134893.8,5638870557.66,2522476277.74,-3844850.64,14507358.76,2088596625.29,72676276.71,-51285823.29,3718549752.66,106.36924877791392,0.9383195726080622,-45.60834017076643,0.0352112676056338
SZ000820,000820.SZ,820,*ST节能,辽宁,环境保护,19980630,8512,20211019,3.69,3.6106,3.6113,0.0,0.0,1.3609,0.0,1414.3778,0.0,0.0,0.0,63724.5222,28765.617,28760.217,235143.4869,106145.1267,0.0,0.1238603513453413,0.0820547031354236,0.0,0.0007818608287724,0.0,0.7342672893039804,*ST节能,0.0,-888.8147,-362986552.32,-362986552.32,426238389.29,1662522.48,13420893.22,2393555551.85,-75474716.65,-52482860.63,729665899.52,426238389.29,423383555.47,*ST节能,0.0,-215.7361,-2049722141.73,-2042566079.93,1007069636.12,16227342.49,66208282.17,2083356388.48,-789150678.97,-781045388.75,925100969.06,1007069636.12,1006202759.18,3081100768.52,-58.70679935382173,0.0434677027683341,-6.478021992745982,0.1041767848470131
SZ000839,000839.SZ,839,中信国安,北京,综合类,19971031,8754,20211019,2.41,0.7095,1.1164,0.0,0.0,0.0,1.8947,4.0047,4.4569,0.0,0.0,391982.6352,391982.6352,249133.8007,944678.1508,944678.1508,0.0,0.6579942183678008,0.7264843228819213,0.0,0.0,0.6228011578712982,0.286190793862575,中信国安,-35.7158,-17.5014,-2887046192.37,-2955148458.16,-445136501.3,2358906291.87,13343382740.05,7847641767.29,-221263448.98,155794242.91,3120764523.8,-445136501.3,-954314489.64,中信国安,0.0717,1.5601,31182522.31,-39125744.21,241661574.6126,3500707869.5,17109127539.67,8281247269.91,-155945009.19,50980443.59,3667635950.93,241661574.6126,-438539255.6574,12567546031.8,80.6675894889138,0.9116075764934434,-3.196719772881382,0.1289460903351141
SZ000892,000892.SZ,892,欢瑞世纪,重庆,影视音像,19990115,8313,20211019,2.99,4.1128,4.564,0.0,0.0,0.0,1.5591,15.8603,13.2575,0.0,0.0,98098.0473,53537.7741,48244.7643,293313.1614,160077.9446,0.0,0.2105848343340004,0.1629975539248387,0.0,0.0,0.8935649075929637,0.796308650211252,欢瑞世纪,-34.7066,-25.8042,-798004726.81,-784855283.01,793463592.83,184935603.34,2645212770.21,776240177.96,-325119805.68,-314470094.16,-685125722.92,793463592.83,748007592.83,欢瑞世纪,-18.1848,-13.9482,-616124690.91,-551192357.65,812024915.76,540047298.34,3549759961.22,896446563.89,-256164716.46,-243497371.76,-325925032.52,812024915.76,415024915.76,2248005891.08,-7.14855222428951,0.0842642059252064,-3.7371623501738327,0.1257892180670228
SZ000908,000908.SZ,908,景峰医药,湖南,化学制药,19990203,8294,20211019,4.04,1.6919,2.1335,0.0,0.0,0.0,5.8861,4.0485,5.6721,0.0,0.0,87977.4351,75783.7001,60099.2873,355428.8378,306166.1484,0.0,0.2893039804313987,0.3786969090504781,0.0,0.0,0.7118681808060565,0.5492550589281744,景峰医药,-101.3752,-29.7566,-1151918619.24,-1047656090.78,40905650.58,877918599.51,2690276316.02,2051835713.87,-525995118.24,-412660221.98,1258895455.81,40905650.58,-167805349.46,景峰医药,-43.3633,-17.1806,-919770541.26,-921551634.09,87339545.2,1344029111.24,4350072904.84,2408265982.28,-556635105.09,-457870756.67,1290020526.27,87339545.2,-73056254.8,4813183833.809999,-11.663794030632967,0.0801359883438562,-3.392609854779505,0.1272462360369111
SZ002052,002052.SZ,2052,ST同洲,深圳,通信设备,20060627,5593,20211019,2.52,0.6398,0.9545,0.0,0.0,0.0,9.1484,6.5165,10.4896,0.0,0.0,74595.9694,74595.5475,49999.2816,187981.8429,187980.7797,0.0,0.0593729152768512,0.2116966866800089,0.0,0.0,0.8583834335337341,0.2274849899933289,ST同洲,-50.4894,-18.5087,-153713669.3,-153758969.37,14514013.98,288468801.88,693385543.02,462277555.87,-106394723.39,-84906052.43,-23673015.98,14514013.98,-15843690.1,ST同洲,-42.5846,-14.7914,-202562561.91,-203199011.24,-10804174.95,782275986.27,954135632.47,576169574.46,-124588108.17,-99875411.8,-26686767.24,-10804174.95,-373045692.11,1856145413.02,-21.861167253656998,0.0687226809130645,-12.225748108889006,0.0774647887323943
SZ002058,002058.SZ,2058,*ST威尔,上海,电器仪表,20060802,5557,20211019,8.32,0.4681,0.7147,0.0,0.0,856.8228,6.8504,14.4976,13.1616,0.0,0.0,14344.8332,14311.7781,9374.9925,119349.0122,119073.9938,0.0,0.0046697798532354,0.1005114520791638,0.0,0.9924420119885328,0.8922289022489424,0.1327551701134089,*ST威尔,-0.3701,0.0425,273360.43,-657735.66,40920201.5937,82323296.31,218023787.79,37473714.1,-1748393.84,4141218.69,-69843644.13,40920201.5937,40920201.5937,*ST威尔,-7.637,-5.9001,-12320650.48,-13977242.31,-15668971.15,89512574.7,204797222.99,29469413.64,-13034829.39,-10436518.67,-40010562.18,-15668971.15,-15668971.15,1123646477.87,271.3323207449351,0.9856726566294316,-1814.5437363088995,0.0012141816415735
SZ002147,002147.SZ,2147,*ST新光,安徽,区域地产,20070808,5186,20211019,4.81,1.4453,1.5724,0.0,0.0,0.0,0.0,5.2669,4.7914,0.0,0.0,182807.6415,53557.3153,49229.107,879304.7556,257610.6866,0.0,0.6390927284856571,0.3157660662663998,0.0,0.0,0.6475172567356936,0.4258394485212364,*ST新光,-295.2322,-22.6968,-3206267938.07,-3264512381.89,2460152014.38,1669479232.92,11052093963.6,11264715856.48,494436381.15,704756009.85,2986507713.93,2460152014.38,2380527905.79,*ST新光,-96.3627,-31.5471,-5055616657.73,-5095046780.63,756871932.62,1692982827.93,13738832575.71,10759182086.7,14711993.04,236316913.98,3164584669.55,756871932.62,496821416.14,11779555269.93,16.71437363469544,0.4511898980087421,-2.6935255644241844,0.1328314715881496
SZ002167,002167.SZ,2167,东方锆业,广东,小金属,20070913,5150,20211019,8.96,5.2711,5.2841,0.0,0.0,886.4948,5.6236,9.002,5.5629,0.0,0.0,77139.9,56933.7713,56793.7713,691173.504,510126.5908,0.0,0.5665999555259061,0.5643762508338893,0.0,0.9929632525410476,0.7031841460699176,0.8276628863686902,东方锆业,-16.4925,-3.5485,-152980359.35,-155299571.07,-135689835.75,767802628.75,2311563368.38,1260041221.74,-89269226.09,-13197612.31,516825105.81,-135689835.75,-109859442.22,东方锆业,-21.738,-4.6842,-221625243.28,-224831445.53,334936762.42,471620283.32,2219626103.24,1422907412.99,-16144915.38,62345508.11,944369407.69,334936762.42,99962000.14,7428560145.81,-562.8715233725486,0.0070422535211267,-44.5058218279598,0.0356969402622632
SZ002172,002172.SZ,2172,澳洋健康,江苏,化纤,20070921,5142,20211019,3.65,1.3253,1.9681,0.0,0.0,0.0,15.1384,0.9192,0.8085,0.0,0.0,77648.1362,77305.9321,52054.3722,283415.6971,282166.6522,0.0,0.1965754947742939,0.3502334889926617,0.0,0.0,0.1053217546203518,0.51578830331332,澳洋健康,-38.8376,-4.9508,-438284923.23,-471224821.94,983983525.18,3083401179.95,6426603320.51,5458300814.89,-296642281.12,14797043.07,1225695123.51,983983525.18,661871183.73,澳洋健康,-25.926,-6.9629,-555134531.85,-569219304.6,-430033792.66,2982034952.03,6347388953.83,4905453936.96,-380151883.66,-143691926.76,2357805063.23,-430033792.66,132099332.75,4059852094.51,274.3691476266008,0.9861583292860612,-6.01444753977936,0.1080621661000485
SZ002173,002173.SZ,2173,创新医疗,浙江,医疗保健,20070925,5138,20211019,6.27,0.7055,1.3651,0.0,0.0,0.0,1.3719,3.927,3.6618,0.0,0.0,45360.963,37123.4868,19186.1453,284413.238,232764.2622,0.0,0.1979097175895041,0.2841894596397598,0.0,0.0,0.5428635047873525,0.3710251278630198,创新医疗,-13.637,-10.0794,-284951403.58,-314404117.86,-475648163.04,724243049.01,2677542017.4,533105022.97,-103379158.79,16143121.05,-284743442.61,-475648163.04,-504876437.78,创新医疗,-37.7984,-31.4241,-1150427884.29,-1149781717.57,753760877.57,872197431.92,2968039315.95,498111083.98,-81511993.98,30808587.85,-783625649.43,753760877.57,487989152.31,2559388937.39,158.5436254527745,0.9677027683341428,-9.0461041011761,0.0910636231180184
SZ002219,002219.SZ,2219,*ST恒康,甘肃,中成药,20080306,4975,20211019,3.6,0.2244,0.3786,0.0,0.0,0.0,79.2442,2.3931,2.2165,0.0,0.0,186523.643,184410.6257,109309.6258,671485.1148,663878.2525,0.0,0.5554814320658217,0.6446519902156993,0.0,0.0,0.3625027833444667,0.025794974427396,*ST恒康,-31.7934,3.0118,9990740.4,-42513046.08,-963955649.4758,2805895494.8,4820797979.68,4662960688.48,225351000.42,405420756.46,2254597218.58,-963955649.4758,-1039827619.8958,*ST恒康,-173.407,-30.645,-2437004472.78,-2497510263.43,2255553710.72,3684467721.58,4909889865.73,4702376370.95,116771144.26,260256907.4,2726957381.83,2255553710.72,2103864476.86,8969448366.58,22.123801565806,0.5779504613890238,-157.94801283738076,0.0126274890723652
SZ002269,002269.SZ,2269,美邦服饰,上海,服饰,20080828,4800,20211019,2.52,1.3996,2.5627,0.0,0.0,0.0,5.5181,1.6579,1.7618,0.0,0.0,251250.0,251250.0,137215.42,633150.0,633150.0,0.0,0.5350233488992662,0.6306426506559929,0.0,0.0,0.2852371409485638,0.6209695352457194,美邦服饰,-53.3755,-12.8408,-821396618.1,-859366961.36,-168192125.6,3819038467.81,5298525219.41,4118267651.67,-530897231.84,-378992398.15,1164877419.21,-168192125.6,-656812508.53,美邦服饰,-33.5728,-10.9435,-819609021.0,-825472850.0,15043615.0,5463291977.0,6377798596.0,4337978504.0,-521743007.0,-206037543.0,802877096.0,15043615.0,109204475.0,7496377419.21,-19.779756680615627,0.0711510441962117,-7.367632553595055,0.1000485672656629
SZ002306,002306.SZ,2306,中科云网,北京,互联网,20091111,4360,20211019,2.64,0.5147,0.6702,0.0,0.0,0.0,23.5404,8.1517,4.8665,0.0,0.0,84000.0,80290.6062,61662.7632,221760.0,211967.2004,0.0,0.1040693795863909,0.2517233711363131,0.0,0.0,0.653083945669116,0.1167444963308872,中科云网,-44.9959,-7.1531,-10348614.39,-11068848.73,70793436.93,272041122.18,216045988.64,175185850.39,-8759238.7,-4661034.89,-118712210.87,70793436.93,70293436.93,中科云网,-215.8109,-39.9093,-35625214.63,-36110668.71,-28164042.55,93083737.22,86497886.5,77747208.1,-17922509.64,-14697693.69,-22040998.4,-28164042.55,-27164042.55,2098887789.13,-450.3051014771529,0.008499271491015,-200.3460390591136,0.0099562894609033
SZ002316,002316.SZ,2316,亚联发展,深圳,软件服务,20091209,4332,20211019,3.82,1.0944,1.2464,0.0,0.0,0.0,7.5667,0.4579,0.5304,0.0,0.0,39312.0,29341.3643,25763.7493,150171.84,112084.0116,0.0,0.019346230820547,0.0916166333110962,0.0,0.0,0.0567802271209084,0.3304425172337114,亚联发展,-101.4088,-18.4509,-544405134.64,-573668337.73,196867557.55,3279219307.74,2489474527.24,2150475194.75,-150607582.9,46270784.12,47160029.23,196867557.55,72031041.55,亚联发展,-18.5413,1.5532,10406573.67,-26779613.13,-751299538.7731,4208455220.64,3071760281.22,2182527408.9,316476633.14,507497191.57,93160619.76,-751299538.7731,-724618803.6731,1548878429.23,33.47422047599396,0.7319086935405537,-2.61774670350866,0.1335599805730937
SZ002323,002323.SZ,2323,*ST雅博,山东,建筑工程,20091218,4323,20211019,4.89,2.6971,3.4331,0.0,0.0,0.0,129.5392,29.0858,26.5305,0.0,0.0,74572.9656,32239.98,25328.97,364661.8018,157653.5022,0.0,0.2995330220146764,0.1603291082944185,0.0,0.0,0.9650411934981074,0.7191460973982655,*ST雅博,-51.4412,0.701,-36313831.69,-34029333.46,20395265.49,125374566.94,1409443493.03,1354048242.91,-15338554.81,-11041199.35,646434348.59,20395265.49,17958318.88,*ST雅博,-142.3521,-13.9081,-316168204.29,-318086065.7,180429044.76,104657977.15,1534320008.76,1456393069.86,-47652857.21,-42412451.88,657900579.42,180429044.76,180719095.02,4293052366.59,-388.8211987214958,0.0097134531325886,-107.16101807537432,0.0157843613404565
